sampleID,bamFile,group,gene,pairedEnd,strandSpecific
SAMPLE002-P-fibroblast,/var/snap/amazon-ssm-agent/7993/download/data/SAMPLE002-P-fibroblast.hg38_rna.normal.bam,fibroblast,,TRUE,no
